Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability,24_hours,Drive_through,Population,Area_km2,Urban_density,Tourism_index,Average_income,Cost_of_living_index,Weather_zone,Restaurant_density,Cuisine_diversity_index,Delivery_coverage,Currency,Region,FX_Rate,Base_Delivery_Fee_USD,Service_Fee_USD,Packaging_Fee_USD,Peak_Delivery_Fee_USD,Surge_Dollar_Delta_USD,Surge_Intensity_Pct,Surge_Zone_Category
RES003885,Osaka Chinese Place 3885,Local,Chinese,-23.843774,-139.093259,Osaka,Japan,1959,True,False,True,True,4,2.4,3660,Operational,0.73,2.25,0.5,73,71,1.45,7.34,0.023,False,False,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.004745,0.014624999999999999,0.00325,0.00688025,0.00213525,44.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003887,Mexican Chain 3887,Chain,Mexican,3.114313,-111.875452,Manchester,United Kingdom,1992,True,False,False,True,4,4.3,4326,Operational,1.91,2.16,1.29,42,44,1.3,20.65,0.028,True,True,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,2.4448,2.7648,1.6512,3.1782399999999997,0.7334399999999999,30.000000000000004,Moderate Surge (1.1x - 1.49x)
RES003888,Osaka Mediterranean Place 3888,Local,Mediterranean,-29.520793,58.469551,Osaka,Japan,1966,True,False,False,False,4,4.4,1572,Operational,2.62,1.69,0.99,51,46,1.14,24.8,0.04,False,True,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.01703,0.010985,0.006435,0.0194142,0.0023841999999999995,13.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003890,Manchester Thai Place 3890,Local,Thai,-78.190696,170.024416,Manchester,United Kingdom,1999,True,True,True,False,2,4.9,589,Operational,2.74,3.23,1.82,79,74,1.32,10.81,0.074,False,False,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,3.5072000000000005,4.1344,2.3296,4.629504000000001,1.1223040000000002,32.00000000000001,Moderate Surge (1.1x - 1.49x)
RES003891,Sao Paulo Japanese Place 3891,Local,Japanese,-69.363286,-149.96906,Sao Paulo,Brazil,2019,True,True,True,False,2,3.5,917,Operational,5.78,3.35,0.14,51,61,1.36,12.72,0.07,True,False,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,1.0404,0.603,0.0252,1.414944,0.374544,36.00000000000001,Moderate Surge (1.1x - 1.49x)
RES003893,Delhi American Place 3893,Local,American,81.888765,-1.984394,Delhi,India,2013,True,False,False,True,4,3.1,3824,Operational,8.7,4.8,0.71,26,27,2.24,18.02,0.064,False,True,True,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.10439999999999999,0.0576,0.00852,0.233856,0.12945600000000002,124.00000000000003,Critical Surge (>= 2.0x)
RES003897,Manchester Brazilian Place 3897,Local,Brazilian,-87.000016,-13.465177,Manchester,United Kingdom,1956,True,False,False,True,4,2.7,3084,Operational,0.58,2.54,1.56,42,37,2.41,16.08,0.081,True,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,0.7424,3.2512000000000003,1.9968000000000001,1.7891839999999999,1.046784,141.0,Critical Surge (>= 2.0x)
RES003898,Mexican Chain 3898,Chain,Mexican,-40.393548,-10.209488,New York,USA,1969,True,False,False,True,3,2.6,4981,Operational,3.8,0.98,0.34,58,55,2.31,7.54,0.046,False,False,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,3.8,0.98,0.34,8.778,4.978000000000001,131.0,Critical Surge (>= 2.0x)
RES003899,Mediterranean Chain 3899,Chain,Mediterranean,-36.293897,-156.162108,Tokyo,Japan,1962,True,False,True,False,3,3.1,2394,Operational,0.26,1.68,0.09,74,82,1.88,14.35,0.08,False,True,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.0016899999999999999,0.01092,0.0005849999999999999,0.0031771999999999994,0.0014871999999999995,87.99999999999999,High Surge (1.5x - 1.99x)
RES003901,Mumbai Chinese Place 3901,Local,Chinese,74.783415,26.948024,Mumbai,India,1961,True,False,False,False,1,3.5,2513,Operational,6.66,1.97,1.08,31,39,1.14,22.97,0.03,True,False,True,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.07992,0.02364,0.012960000000000001,0.0911088,0.011188799999999999,13.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003903,Los Angeles Italian Place 3903,Local,Italian,9.962965,-91.936039,Los Angeles,USA,1965,True,False,False,True,1,4.2,1693,Operational,4.27,3.13,1.13,25,23,2.28,2.54,0.091,True,True,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,4.27,3.13,1.13,9.735599999999998,5.4655999999999985,127.99999999999999,Critical Surge (>= 2.0x)
RES003904,Los Angeles American Place 3904,Local,American,38.971935,76.452588,Los Angeles,USA,1952,True,False,True,True,2,4.4,1156,Operational,9.9,4.83,1.64,45,44,1.73,5.69,0.009,True,False,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,9.9,4.83,1.64,17.127,7.2269999999999985,73.0,High Surge (1.5x - 1.99x)
RES003905,Delhi Thai Place 3905,Local,Thai,58.509098,90.565452,Delhi,India,1992,True,True,True,False,3,4.0,2963,Operational,4.91,2.95,0.2,59,55,1.71,23.36,0.053,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.05892,0.0354,0.0024000000000000002,0.1007532,0.0418332,71.0,High Surge (1.5x - 1.99x)
RES003906,Los Angeles Italian Place 3906,Local,Italian,-25.528532,-109.209477,Los Angeles,USA,1971,True,False,False,False,1,2.9,3751,Operational,1.85,3.91,0.63,42,39,1.63,18.19,0.064,True,False,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,1.85,3.91,0.63,3.0155,1.1654999999999998,62.999999999999986,High Surge (1.5x - 1.99x)
RES003907,Tokyo French Place 3907,Local,French,-36.590064,-38.167396,Tokyo,Japan,1967,True,False,True,True,3,4.4,129,Operational,4.83,0.89,1.82,81,76,2.46,1.15,0.078,False,True,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.031395,0.005785,0.01183,0.0772317,0.0458367,146.0,Critical Surge (>= 2.0x)
RES003908,Sao Paulo Italian Place 3908,Local,Italian,-77.879878,9.023256,Sao Paulo,Brazil,1978,True,True,False,False,2,4.4,2998,Operational,0.96,2.8,0.23,22,22,2.47,17.93,0.051,True,True,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.17279999999999998,0.504,0.0414,0.426816,0.254016,147.00000000000003,Critical Surge (>= 2.0x)
RES003910,Sao Paulo Mexican Place 3910,Local,Mexican,77.268345,171.041012,Sao Paulo,Brazil,1974,True,False,True,False,2,3.3,2028,Operational,2.11,2.34,0.79,80,87,1.71,19.06,0.028,True,True,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.37979999999999997,0.42119999999999996,0.1422,0.649458,0.269658,71.0,High Surge (1.5x - 1.99x)
RES003911,Los Angeles Japanese Place 3911,Local,Japanese,72.740232,-84.428067,Los Angeles,USA,1988,True,False,False,True,1,3.4,333,Operational,9.04,3.78,1.63,83,87,2.36,12.13,0.039,True,False,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,9.04,3.78,1.63,21.334399999999995,12.294399999999996,136.0,Critical Surge (>= 2.0x)
RES003912,Thai Chain 3912,Chain,Thai,59.704533,101.952457,Mumbai,India,2006,True,True,False,True,1,3.4,255,Operational,3.7,3.11,1.35,82,90,2.37,5.24,0.081,True,True,True,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.0444,0.03732,0.016200000000000003,0.10522800000000002,0.060828000000000014,137.0,Critical Surge (>= 2.0x)
RES003913,Burger Chain 3913,Chain,Burger,89.213916,142.588045,Rio de Janeiro,Brazil,1976,True,False,False,True,2,2.9,2747,Operational,0.3,2.12,1.1,62,57,1.14,13.25,0.061,True,True,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.054,0.3816,0.198,0.06156,0.007559999999999997,13.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003914,American Chain 3914,Chain,American,47.656178,145.439925,Los Angeles,USA,2019,True,True,False,False,2,4.6,2047,Operational,6.32,2.03,1.67,35,30,2.36,9.51,0.094,True,False,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,6.32,2.03,1.67,14.9152,8.5952,136.0,Critical Surge (>= 2.0x)
RES003915,Manchester Mexican Place 3915,Local,Mexican,-82.251273,19.987088,Manchester,United Kingdom,1992,True,True,True,False,3,4.7,2732,Operational,6.1,3.92,1.23,49,48,1.58,7.39,0.047,False,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,7.808,5.0176,1.5744,12.336640000000001,4.528640000000001,58.00000000000001,High Surge (1.5x - 1.99x)
RES003918,Indian Chain 3918,Chain,Indian,45.114355,-131.011207,Tokyo,Japan,1982,True,False,False,True,1,4.4,546,Operational,2.09,2.46,0.51,84,85,1.52,7.47,0.1,False,False,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.013584999999999998,0.01599,0.003315,0.020649199999999996,0.007064199999999998,52.0,High Surge (1.5x - 1.99x)
RES003920,French Chain 3920,Chain,French,-44.650854,98.908132,Manchester,United Kingdom,1971,True,False,False,True,2,2.3,940,Operational,0.19,1.5,1.01,78,82,1.43,19.98,0.053,False,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,0.2432,1.92,1.2928,0.347776,0.10457599999999997,42.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003924,French Chain 3924,Chain,French,-61.821139,86.324891,Tokyo,Japan,1991,True,True,True,True,3,3.5,4371,Operational,9.2,3.38,1.79,57,60,2.27,17.87,0.006,False,False,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.05979999999999999,0.02197,0.011635,0.13574599999999998,0.07594599999999999,127.0,Critical Surge (>= 2.0x)
RES003927,Italian Chain 3927,Chain,Italian,-66.094335,-21.059215,Rio de Janeiro,Brazil,1960,True,True,True,True,1,2.0,214,Operational,4.28,3.05,0.18,15,14,1.43,1.79,0.086,True,True,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.7704,0.5489999999999999,0.0324,1.101672,0.331272,42.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003929,London Mediterranean Place 3929,Local,Mediterranean,79.980549,-84.826524,London,United Kingdom,1969,True,False,False,False,1,2.2,3875,Operational,3.08,3.24,0.58,21,27,2.36,7.96,0.072,True,False,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,3.9424,4.147200000000001,0.7424,9.304064,5.361664,136.0,Critical Surge (>= 2.0x)
RES003932,Burger Chain 3932,Chain,Burger,60.542502,24.481929,Los Angeles,USA,2008,True,False,False,False,3,3.2,183,Operational,5.36,3.87,0.24,29,31,1.95,13.62,0.09,False,False,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,5.36,3.87,0.24,10.452,5.092,95.0,High Surge (1.5x - 1.99x)
RES003937,New York Italian Place 3937,Local,Italian,-25.924877,-56.866987,New York,USA,1960,True,False,False,False,2,3.8,4347,Operational,1.44,2.88,0.0,77,84,2.5,1.04,0.008,False,False,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,1.44,2.88,0.0,3.5999999999999996,2.1599999999999997,150.0,Critical Surge (>= 2.0x)
RES003940,Delhi Mexican Place 3940,Local,Mexican,57.674808,-55.988654,Delhi,India,1954,True,False,False,False,1,4.3,4987,Operational,8.46,4.48,0.42,82,79,2.17,10.61,0.057,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.10152000000000001,0.05376000000000001,0.00504,0.22029840000000003,0.11877840000000002,117.0,Critical Surge (>= 2.0x)
RES003941,Mediterranean Chain 3941,Chain,Mediterranean,22.460886,-142.347743,Delhi,India,1973,True,False,False,False,1,2.9,4940,Operational,5.16,0.48,1.41,87,92,2.35,9.63,0.031,True,False,True,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.06192,0.0057599999999999995,0.01692,0.145512,0.083592,135.0,Critical Surge (>= 2.0x)
RES003942,London American Place 3942,Local,American,-89.337298,177.965975,London,United Kingdom,1980,True,False,True,False,2,2.4,2732,Operational,7.17,4.82,1.87,26,32,2.28,21.45,0.086,False,False,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,9.1776,6.169600000000001,2.3936,20.924927999999998,11.747327999999998,127.99999999999999,Critical Surge (>= 2.0x)
RES003943,Manchester Indian Place 3943,Local,Indian,63.194742,118.795899,Manchester,United Kingdom,2009,True,False,True,False,2,3.1,557,Operational,8.97,1.74,0.42,58,62,2.09,3.77,0.021,False,False,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,11.4816,2.2272,0.5376,23.996544,12.514944,108.99999999999999,Critical Surge (>= 2.0x)
RES003944,Mediterranean Chain 3944,Chain,Mediterranean,-18.815016,113.947709,Osaka,Japan,1994,True,True,False,False,4,4.8,430,Operational,5.56,4.28,1.32,67,74,1.75,21.74,0.095,False,True,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.03614,0.02782,0.00858,0.063245,0.027104999999999997,75.0,High Surge (1.5x - 1.99x)
RES003945,Delhi Burger Place 3945,Local,Burger,26.031884,-159.867117,Delhi,India,1981,True,False,True,False,2,2.5,2014,Operational,8.63,3.03,0.73,62,59,2.45,16.72,0.024,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.10356000000000001,0.036359999999999996,0.00876,0.25372200000000006,0.15016200000000005,145.00000000000003,Critical Surge (>= 2.0x)
RES003946,Sao Paulo Italian Place 3946,Local,Italian,49.610183,104.875627,Sao Paulo,Brazil,1970,True,False,False,True,3,3.1,757,Operational,0.85,0.46,1.04,39,45,1.5,6.22,0.045,True,False,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.153,0.0828,0.1872,0.22949999999999998,0.07649999999999998,50.0,High Surge (1.5x - 1.99x)
RES003947,Tokyo Thai Place 3947,Local,Thai,-57.393371,-20.661879,Tokyo,Japan,1988,True,True,True,False,1,2.7,2611,Operational,4.75,3.72,1.18,83,89,1.55,18.9,0.065,True,True,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.030875,0.02418,0.007669999999999999,0.04785625,0.016981250000000003,55.00000000000001,High Surge (1.5x - 1.99x)
RES003949,Tokyo Thai Place 3949,Local,Thai,28.998937,-99.237889,Tokyo,Japan,2019,True,True,False,True,4,4.4,1955,Operational,1.11,2.25,0.29,17,17,1.53,8.39,0.096,False,True,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.007215,0.014624999999999999,0.0018849999999999997,0.01103895,0.0038239500000000004,53.0,High Surge (1.5x - 1.99x)
RES003950,London French Place 3950,Local,French,62.674901,-115.019771,London,United Kingdom,1971,True,False,True,False,2,3.7,3637,Operational,0.08,4.57,1.15,72,77,1.65,22.84,0.056,True,False,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,0.1024,5.849600000000001,1.472,0.16896,0.06656,64.99999999999999,High Surge (1.5x - 1.99x)
RES003952,New York American Place 3952,Local,American,41.358843,-9.316079,New York,USA,2002,True,True,False,True,1,2.7,2167,Operational,3.12,3.55,1.19,49,58,1.39,11.57,0.093,True,False,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,3.12,3.55,1.19,4.3368,1.2168,38.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003953,Mexican Chain 3953,Chain,Mexican,-4.6408,171.996242,Los Angeles,USA,1975,True,True,True,False,2,4.2,2463,Operational,6.07,2.29,1.55,87,96,1.24,13.12,0.094,True,True,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,6.07,2.29,1.55,7.526800000000001,1.4568000000000003,24.0,Moderate Surge (1.1x - 1.49x)
RES003955,Rio de Janeiro French Place 3955,Local,French,-65.952998,-80.095553,Rio de Janeiro,Brazil,2008,True,True,False,True,4,2.3,4796,Operational,9.53,3.67,0.56,26,27,1.63,23.18,0.076,True,False,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.7153999999999998,0.6606,0.1008,2.7961019999999994,1.0807019999999996,62.999999999999986,High Surge (1.5x - 1.99x)
RES003957,Mediterranean Chain 3957,Chain,Mediterranean,67.961154,123.73037,London,United Kingdom,1969,True,True,True,True,4,4.1,2443,Operational,5.93,4.16,1.54,74,79,1.05,13.48,0.02,False,True,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,7.5904,5.324800000000001,1.9712,7.96992,0.3795200000000003,5.000000000000004,Baseline (< 1.1x)
RES003960,Osaka Thai Place 3960,Local,Thai,-43.551465,100.116889,Osaka,Japan,1967,True,True,True,False,3,3.1,2202,Operational,9.64,2.65,1.79,81,87,1.49,6.57,0.01,False,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.06266000000000001,0.017224999999999997,0.011635,0.09336340000000001,0.030703400000000006,49.0,Moderate Surge (1.1x - 1.49x)
RES003961,London American Place 3961,Local,American,-39.448458,138.913121,London,United Kingdom,1986,True,False,True,False,1,4.3,2721,Operational,4.22,4.14,1.53,60,68,1.2,4.43,0.079,True,True,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,5.4016,5.2992,1.9584000000000001,6.48192,1.0803199999999995,19.999999999999996,Moderate Surge (1.1x - 1.49x)
RES003962,Rio de Janeiro Thai Place 3962,Local,Thai,35.146624,-126.055253,Rio de Janeiro,Brazil,1965,True,True,False,False,1,2.9,99,Operational,5.16,0.52,1.0,38,40,2.32,19.48,0.039,True,False,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.9288,0.0936,0.18,2.154816,1.226016,131.99999999999997,Critical Surge (>= 2.0x)
RES003963,New York Thai Place 3963,Local,Thai,-75.900102,102.112241,New York,USA,1969,True,False,False,False,2,2.8,4970,Operational,8.06,4.39,0.55,61,69,1.93,22.33,0.062,False,False,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,8.06,4.39,0.55,15.5558,7.495799999999999,93.0,High Surge (1.5x - 1.99x)
RES003964,Tokyo American Place 3964,Local,American,80.752778,-74.088068,Tokyo,Japan,1958,True,True,True,False,2,2.6,2663,Operational,9.35,1.69,1.57,53,57,2.19,19.81,0.016,True,True,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.060774999999999996,0.010985,0.010205,0.13309725,0.07232225,119.0,Critical Surge (>= 2.0x)
RES003966,Los Angeles French Place 3966,Local,French,14.038364,-139.256778,Los Angeles,USA,1972,True,False,False,True,3,3.3,3056,Operational,6.94,0.2,1.23,26,34,2.24,11.72,0.022,False,False,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,6.94,0.2,1.23,15.545600000000002,8.605600000000003,124.00000000000003,Critical Surge (>= 2.0x)
RES003969,Delhi Chinese Place 3969,Local,Chinese,66.347882,-81.648409,Delhi,India,1980,True,False,True,False,3,4.8,2528,Closed Temporarily,6.66,3.2,0.27,25,23,1.7,3.04,0.017,True,True,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.07992,0.038400000000000004,0.0032400000000000003,0.135864,0.05594400000000001,70.0,High Surge (1.5x - 1.99x)
RES003971,Chinese Chain 3971,Chain,Chinese,-74.994929,-170.677541,Sao Paulo,Brazil,1991,True,False,False,False,4,2.3,3321,Operational,4.85,2.08,0.62,89,89,1.07,4.32,0.083,False,True,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.8729999999999999,0.3744,0.11159999999999999,0.9341099999999999,0.06111,7.000000000000006,Baseline (< 1.1x)
RES003972,Mediterranean Chain 3972,Chain,Mediterranean,49.678026,-100.548845,Los Angeles,USA,1977,True,False,False,True,4,3.5,183,Operational,0.02,3.77,1.84,20,19,1.63,1.83,0.069,False,False,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,0.02,3.77,1.84,0.0326,0.012599999999999997,62.999999999999986,High Surge (1.5x - 1.99x)
RES003973,Tokyo Burger Place 3973,Local,Burger,44.169935,-95.96304,Tokyo,Japan,2020,True,False,False,False,4,3.9,889,Operational,0.09,3.85,1.63,81,89,1.91,14.51,0.037,False,True,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.0005849999999999999,0.025025,0.010594999999999999,0.0011173499999999998,0.0005323499999999999,90.99999999999999,High Surge (1.5x - 1.99x)
RES003976,Japanese Chain 3976,Chain,Japanese,-18.028491,-90.718391,Mumbai,India,1965,True,False,True,True,2,4.2,804,Operational,5.21,0.92,0.45,44,52,1.23,22.71,0.073,True,True,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.06252,0.011040000000000001,0.0054,0.07689960000000001,0.014379600000000006,23.0,Moderate Surge (1.1x - 1.49x)
RES003978,Manchester Chinese Place 3978,Local,Chinese,-79.249957,-79.033009,Manchester,United Kingdom,1971,True,False,True,False,4,3.6,1570,Operational,5.54,4.56,0.03,40,46,1.14,1.65,0.074,False,False,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,7.091200000000001,5.836799999999999,0.0384,8.083968,0.9927679999999999,13.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003979,Tokyo Mexican Place 3979,Local,Mexican,51.726042,31.1072,Tokyo,Japan,1990,True,False,False,True,4,2.4,4855,Operational,4.3,2.67,1.11,88,88,2.23,7.9,0.076,True,True,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.02795,0.017355,0.007215,0.062328499999999995,0.03437849999999999,123.0,Critical Surge (>= 2.0x)
RES003981,London American Place 3981,Local,American,81.926161,111.241806,London,United Kingdom,1977,True,True,True,True,2,2.1,977,Operational,8.39,2.43,1.67,44,46,1.79,10.28,0.024,False,True,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,10.7392,3.1104000000000003,2.1376,19.223168,8.483968,79.0,High Surge (1.5x - 1.99x)
RES003982,Rio de Janeiro Pizza Place 3982,Local,Pizza,23.559635,-15.217382,Rio de Janeiro,Brazil,1964,True,True,False,True,4,3.4,3129,Operational,9.45,1.16,0.39,40,47,2.27,10.64,0.04,True,False,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.7009999999999998,0.20879999999999999,0.0702,3.8612699999999998,2.1602699999999997,127.0,Critical Surge (>= 2.0x)
RES003984,Sao Paulo Japanese Place 3984,Local,Japanese,36.932743,115.026234,Sao Paulo,Brazil,1994,True,False,False,True,4,3.9,3820,Closed Temporarily,9.85,0.97,1.87,61,57,1.13,0.39,0.095,False,True,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,1.773,0.17459999999999998,0.3366,2.0034899999999998,0.23048999999999986,12.99999999999999,Moderate Surge (1.1x - 1.49x)
RES003985,Delhi French Place 3985,Local,French,-21.927024,-79.890546,Delhi,India,1981,True,False,False,True,1,3.1,3102,Operational,5.15,4.97,0.34,79,86,1.09,6.94,0.079,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.06180000000000001,0.05964,0.00408,0.06736200000000002,0.005562000000000011,9.000000000000007,Baseline (< 1.1x)
RES003986,Manchester Italian Place 3986,Local,Italian,57.867236,150.69137,Manchester,United Kingdom,1981,True,True,True,True,3,4.5,1515,Operational,6.25,2.78,0.34,43,46,1.62,12.14,0.005,True,False,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,8.0,3.5584,0.43520000000000003,12.96,4.960000000000001,62.000000000000014,High Surge (1.5x - 1.99x)
RES003989,Sao Paulo American Place 3989,Local,American,74.670429,27.785186,Sao Paulo,Brazil,1980,True,False,True,True,2,3.0,1286,Operational,1.9,1.59,1.23,83,93,2.47,17.06,0.038,True,False,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.34199999999999997,0.2862,0.22139999999999999,0.84474,0.5027400000000001,147.00000000000003,Critical Surge (>= 2.0x)
RES003992,Rio de Janeiro Mexican Place 3992,Local,Mexican,-28.30443,163.851524,Rio de Janeiro,Brazil,1985,True,False,False,True,2,4.4,3178,Operational,2.26,2.37,1.95,62,71,1.57,4.52,0.07,False,True,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.40679999999999994,0.4266,0.351,0.6386759999999999,0.23187599999999997,57.00000000000001,High Surge (1.5x - 1.99x)
RES003993,Manchester Pizza Place 3993,Local,Pizza,-15.086045,-150.753332,Manchester,United Kingdom,1962,True,False,False,False,2,2.4,564,Operational,6.74,0.68,0.44,33,37,1.52,23.32,0.078,True,True,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,8.6272,0.8704000000000001,0.5632,13.113344,4.4861439999999995,52.0,High Surge (1.5x - 1.99x)
