Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Average_menu_price,Popularity_score,Estimated_value_score,Delivery_fee,Service_fee,Packaging_fee,Minimum_order,Average_delivery_time,Cancellation_rate,WiFi,24_hours,Drive_through,Cost_of_living_index,Average_income,Urban_density,Currency,Region,FX_Rate,Average_menu_price_USD,Delivery_fee_USD,Service_fee_USD,Minimum_order_USD,Average_menu_price_PPP,Membership_Status,Customer_Loyalty_Index,Est_Total_Order_Cost_USD,Price_Transparency_Ratio
RES004592,Mumbai Burger Place 4592,Local,Burger,9.461216,58.077001,Mumbai,India,1967,True,True,False,False,1,2.8,3113,Operational,28.15,38.6,0.4,4.38,0.68,0.97,15.45,61.0,0.015,False,True,True,40,15000,20633,INR,Asia,0.012,0.3378,0.05256,0.00816,0.18539999999999998,0.8444999999999999,Standard Non-Member,60.571426730605964,0.39036,11.841291174389657
RES004593,Sao Paulo American Place 4593,Local,American,12.156909,28.610091,Sao Paulo,Brazil,1997,True,True,True,True,4,3.6,1401,Operational,82.57,66.7,6.2,1.8,3.74,1.07,19.13,17.0,0.046,True,False,False,50,12000,8100,BRL,South America,0.18,14.862599999999999,0.324,0.6732,3.4433999999999996,29.725199999999997,Standard Non-Member,73.8006784110008,15.186599999999999,4.171544401952256
RES004594,London Pizza Place 4594,Local,Pizza,-83.244664,-59.118672,London,United Kingdom,1978,True,True,True,False,1,4.2,1646,Operational,16.32,86.8,3.8,5.58,2.75,0.72,16.71,70.0,0.022,True,False,True,90,50000,5700,GBP,Europe,1.28,20.8896,7.1424,3.52,21.3888,23.21066666666667,Standard Non-Member,86.00794937997595,28.032000000000004,1.8190869227229371
RES004595,Manchester Thai Place 4595,Local,Thai,45.68602,-169.965654,Manchester,United Kingdom,2007,True,False,False,False,4,4.9,1563,Operational,96.67,72.1,7.2,4.54,4.61,1.48,19.66,50.0,0.054,True,False,True,75,35000,4800,GBP,Europe,1.28,123.7376,5.8112,5.9008,25.1648,164.9834666666667,Membership Partner,84.14582038335091,123.7376,0.5818764823151857
RES004596,Mexican Chain 4596,Chain,Mexican,-22.219946,-86.973214,Sao Paulo,Brazil,1995,True,False,True,False,3,3.2,4643,Operational,81.69,40.0,0.1,2.33,2.56,1.82,4.67,84.0,0.042,True,True,False,50,12000,8100,BRL,South America,0.18,14.704199999999998,0.4194,0.4608,0.8405999999999999,29.408399999999997,Membership Partner,64.9391390988631,14.704199999999998,0.06800777546498449
RES004597,Tokyo Japanese Place 4597,Local,Japanese,-22.024608,60.122809,Tokyo,Japan,2016,True,True,False,False,2,2.4,4892,Operational,44.47,64.6,8.3,1.83,0.59,0.11,12.8,63.0,0.055,True,True,False,85,45000,6349,JPY,Asia,0.0065,0.289055,0.011895,0.0038349999999999994,0.0832,0.34006470588235294,Standard Non-Member,70.16310224610845,0.30095,287.14159194066207
RES004598,Thai Chain 4598,Chain,Thai,86.948424,54.860783,Delhi,India,1980,True,False,False,False,1,4.3,4223,Operational,21.86,27.2,8.5,0.81,4.48,1.82,11.4,21.0,0.093,False,False,True,38,14000,11312,INR,Asia,0.012,0.26232,0.009720000000000001,0.05376000000000001,0.1368,0.6903157894736842,Membership Partner,66.08525695138947,0.26232,324.03048173802335
RES004599,Delhi Italian Place 4599,Local,Italian,40.101477,75.067137,Delhi,India,1971,True,False,True,True,2,2.5,2993,Operational,37.18,58.2,0.9,2.88,1.58,1.43,5.2,86.0,0.071,True,False,True,38,14000,11312,INR,Asia,0.012,0.44616,0.03456,0.01896,0.062400000000000004,1.1741052631578948,Membership Partner,66.47301188950328,0.44616,20.17209034406862
RES004600,Tokyo Burger Place 4600,Local,Burger,-11.208891,-32.145463,Tokyo,Japan,1954,True,False,True,True,4,2.8,2331,Operational,89.82,18.3,7.7,2.17,0.97,0.73,2.0,45.0,0.001,True,True,False,85,45000,6349,JPY,Asia,0.0065,0.58383,0.014105,0.006305,0.013,0.6868588235294116,Standard Non-Member,51.43286929488511,0.597935,131.88748113752095
RES004601,Delhi Pizza Place 4601,Local,Pizza,67.221671,14.635334,Delhi,India,1955,True,False,False,False,2,3.2,2304,Operational,42.2,19.9,3.2,8.55,1.73,1.61,5.89,63.0,0.007,False,True,True,38,14000,11312,INR,Asia,0.012,0.5064000000000001,0.10260000000000001,0.02076,0.07067999999999999,1.3326315789473686,Standard Non-Member,54.43185113895902,0.6090000000000001,63.19102845373528
RES004602,Rio de Janeiro Brazilian Place 4602,Local,Brazilian,-56.742356,177.542948,Rio de Janeiro,Brazil,1962,False,True,False,False,3,3.7,943,Operational,64.4,58.2,4.0,,,,,,,True,False,False,55,11000,5622,BRL,South America,0.18,11.592,,,,21.076363636363638,Standard Non-Member,69.60754476028613,11.592,3.450655326893088
RES004603,American Chain 4603,Chain,American,8.856723,-93.752421,Tokyo,Japan,1959,True,True,False,False,3,2.8,1851,Operational,70.32,51.9,7.4,2.0,0.17,0.93,6.01,79.0,0.017,False,False,False,85,45000,6349,JPY,Asia,0.0065,0.45707999999999993,0.013,0.001105,0.039064999999999996,0.5377411764705882,Standard Non-Member,64.0611415950147,0.47007999999999994,161.8969066751845
RES004604,Sao Paulo American Place 4604,Local,American,-52.668401,59.903406,Sao Paulo,Brazil,1995,True,True,True,False,4,2.8,2506,Operational,89.99,88.1,9.1,4.67,2.07,1.41,1.86,44.0,0.082,True,False,False,50,12000,8100,BRL,South America,0.18,16.1982,0.8405999999999999,0.37259999999999993,0.3348,32.3964,Standard Non-Member,79.60773794741154,17.0388,5.617907815812385
RES004605,Manchester American Place 4605,Local,American,-55.521699,73.681228,Manchester,United Kingdom,1992,False,True,True,False,4,3.5,3940,Operational,83.7,31.3,3.2,,,,,,,False,True,False,75,35000,4800,GBP,Europe,1.28,107.13600000000001,,,,142.848,Standard Non-Member,62.68099894851672,107.13600000000001,0.2986857797688379
RES004606,New York Brazilian Place 4606,Local,Brazilian,43.940243,84.88388,New York,USA,2007,True,False,False,False,4,3.9,4545,Operational,82.8,61.5,0.8,3.44,0.57,0.47,8.39,37.0,0.046,True,False,False,100,85000,10700,USD,North America,1.0,82.8,3.44,0.57,8.39,82.8,Standard Non-Member,77.66401633074832,86.24,0.09661835632103435
RES004607,London Mediterranean Place 4607,Local,Mediterranean,13.523314,-99.508161,London,United Kingdom,2003,False,True,True,True,2,3.1,2680,Operational,46.39,22.7,6.3,,,,,,,False,True,True,90,50000,5700,GBP,Europe,1.28,59.379200000000004,,,,65.9768888888889,Standard Non-Member,55.48408857275135,59.379200000000004,1.0609775635074645
RES004608,New York Italian Place 4608,Local,Italian,57.219789,-7.057384,New York,USA,1956,False,True,False,False,1,2.8,2685,Operational,21.19,9.9,5.6,,,,,,,False,True,True,100,85000,10700,USD,North America,1.0,21.19,,,,21.19,Standard Non-Member,48.57065128088185,21.19,2.6427558922720196
RES004609,London Chinese Place 4609,Local,Chinese,-30.402966,145.02685,London,United Kingdom,1963,True,True,True,False,2,2.3,2967,Operational,39.4,32.8,9.5,3.06,2.77,0.76,1.7,30.0,0.047,False,False,False,90,50000,5700,GBP,Europe,1.28,50.432,3.9168000000000003,3.5456000000000003,2.176,56.03555555555556,Standard Non-Member,55.08229136087404,54.348800000000004,1.8837245819375679
RES004610,Manchester Burger Place 4610,Local,Burger,-47.604857,-94.946907,Manchester,United Kingdom,1991,True,False,False,True,2,3.9,3064,Operational,47.76,98.9,0.5,1.87,1.73,0.5,18.55,32.0,0.026,True,True,True,75,35000,4800,GBP,Europe,1.28,61.132799999999996,2.3936,2.2144,23.744,81.51039999999999,Membership Partner,91.23556279299822,61.132799999999996,0.08178915276595948
RES004611,Osaka Italian Place 4611,Local,Italian,46.809057,-52.067372,Osaka,Japan,1988,False,True,False,True,1,4.1,2766,Operational,18.3,95.0,6.5,,,,,,,True,True,False,80,40000,12067,JPY,Asia,0.0065,0.11895,,,,0.1486875,Standard Non-Member,90.515298097481,0.11895,546.4434935393565
RES004612,Rio de Janeiro Mexican Place 4612,Local,Mexican,-28.71467,4.304603,Rio de Janeiro,Brazil,1958,True,False,False,False,2,4.5,718,Operational,52.4,83.8,2.7,7.41,1.37,1.06,24.43,81.0,0.088,False,False,False,55,11000,5622,BRL,South America,0.18,9.431999999999999,1.3337999999999999,0.2466,4.3974,17.149090909090905,Standard Non-Member,83.68857244465532,10.765799999999999,2.8625951163491195
RES004613,New York Thai Place 4613,Local,Thai,72.597472,134.37446,New York,USA,1969,False,True,True,True,4,2.2,343,Operational,114.28,10.3,1.1,,,,,,,False,True,True,100,85000,10700,USD,North America,1.0,114.28,,,,114.28,Standard Non-Member,37.891933946782025,114.28,0.09625481189836532
RES004614,French Chain 4614,Chain,French,64.294411,104.96351,Rio de Janeiro,Brazil,2012,False,True,False,False,3,2.7,3150,Operational,70.23,40.2,0.7,,,,,,,False,False,True,55,11000,5622,BRL,South America,0.18,12.6414,,,,22.98436363636364,Standard Non-Member,60.653030267482606,12.6414,0.5537360930169053
RES004615,Rio de Janeiro Burger Place 4615,Local,Burger,-41.189448,-24.158781,Rio de Janeiro,Brazil,1989,False,True,True,False,1,3.5,2876,Operational,24.88,8.7,7.2,,,,,,,True,True,False,55,11000,5622,BRL,South America,0.18,4.4784,,,,8.142545454545454,Standard Non-Member,52.53260906685871,4.4784,16.077166828071
RES004616,American Chain 4616,Chain,American,85.276899,106.015965,Manchester,United Kingdom,1982,True,False,False,True,4,2.2,3030,Operational,87.89,76.6,1.9,4.97,3.99,0.91,4.13,29.0,0.082,False,True,False,75,35000,4800,GBP,Europe,1.28,112.4992,6.3616,5.107200000000001,5.2863999999999995,149.99893333333333,Membership Partner,72.07627270357294,112.4992,0.16889008838382769
RES004617,Pizza Chain 4617,Chain,Pizza,-49.596189,2.361109,Tokyo,Japan,2009,True,False,False,True,1,5.0,1410,Operational,22.37,65.8,4.2,6.41,4.94,0.09,23.2,72.0,0.034,True,True,True,85,45000,6349,JPY,Asia,0.0065,0.145405,0.041665,0.03211,0.1508,0.17106470588235295,Standard Non-Member,81.8632165895121,0.18707000000000001,288.84640248683
RES004618,Tokyo Brazilian Place 4618,Local,Brazilian,-10.149272,-78.638823,Tokyo,Japan,1979,True,False,False,False,1,4.2,741,Operational,20.64,67.1,8.9,6.46,0.65,0.12,14.63,60.0,0.026,True,True,False,85,45000,6349,JPY,Asia,0.0065,0.13416,0.04199,0.004225,0.095095,0.15783529411764707,Standard Non-Member,75.31947921441204,0.17615,663.3820558880748
RES004619,Thai Chain 4619,Chain,Thai,-67.289401,-71.848289,Sao Paulo,Brazil,1979,True,False,False,True,1,2.3,513,Operational,22.66,99.0,0.5,8.11,2.87,0.47,17.48,50.0,0.02,False,False,False,50,12000,8100,BRL,South America,0.18,4.0788,1.4597999999999998,0.5166,3.1464,8.1576,Standard Non-Member,75.38638646764012,5.5386,1.2258504398719132
RES004620,Manchester Mediterranean Place 4620,Local,Mediterranean,39.474003,-37.29231,Manchester,United Kingdom,1979,True,True,False,False,4,2.5,4240,Operational,92.92,85.9,8.9,3.7,3.63,0.98,17.52,29.0,0.027,False,True,True,75,35000,4800,GBP,Europe,1.28,118.9376,4.736000000000001,4.6464,22.4256,158.58346666666668,Membership Partner,78.77940404078991,118.9376,0.7482915348191697
RES004621,Sao Paulo Burger Place 4621,Local,Burger,-23.867915,-164.943362,Sao Paulo,Brazil,1957,False,False,True,True,1,2.1,155,Operational,23.7,47.1,3.2,,,,,,,False,False,True,50,12000,8100,BRL,South America,0.18,4.266,,,,8.532,Standard Non-Member,49.2266252230609,4.266,7.50117029977255
RES004622,Thai Chain 4622,Chain,Thai,59.503517,-123.558958,Mumbai,India,1988,False,True,True,False,3,5.0,4979,Operational,84.31,23.5,0.8,,,,,,,True,False,False,40,15000,20633,INR,Asia,0.012,1.01172,,,,2.5293,Standard Non-Member,69.38517855880718,1.01172,7.907318321948443
RES004623,Manchester Thai Place 4623,Local,Thai,-60.990452,-160.834852,Manchester,United Kingdom,1964,False,True,False,False,4,2.5,3741,Operational,119.26,94.3,2.1,,,,,,,False,True,True,75,35000,4800,GBP,Europe,1.28,152.6528,,,,203.53706666666668,Standard Non-Member,81.69849849567333,152.6528,0.13756707942751734
RES004624,London Indian Place 4624,Local,Indian,-70.138218,-93.576641,London,United Kingdom,1955,False,True,True,True,3,3.2,3203,Closed Temporarily,67.8,80.1,9.2,,,,,,,True,False,True,90,50000,5700,GBP,Europe,1.28,86.78399999999999,,,,96.42666666666666,Standard Non-Member,79.67178122365642,86.78399999999999,1.0601032326223356
RES004625,Japanese Chain 4625,Chain,Japanese,-65.558014,-115.646268,Sao Paulo,Brazil,1957,True,True,False,False,2,4.7,3110,Closed Temporarily,33.2,76.2,7.0,1.79,4.28,1.11,10.14,71.0,0.096,False,False,True,50,12000,8100,BRL,South America,0.18,5.976,0.3222,0.7704,1.8252,11.952,Membership Partner,87.00803183450253,5.976,11.713518789571822
RES004626,Osaka Burger Place 4626,Local,Burger,11.676978,-72.026992,Osaka,Japan,1983,False,True,False,True,1,2.8,3435,Operational,23.09,71.1,2.8,,,,,,,True,True,True,80,40000,12067,JPY,Asia,0.0065,0.150085,,,,0.18760625,Standard Non-Member,73.91801140292236,0.150085,186.55970576869262
RES004627,Manchester American Place 4627,Local,American,61.577357,-106.207094,Manchester,United Kingdom,2013,True,True,True,True,1,4.9,250,Operational,19.67,39.8,4.9,1.69,0.72,0.02,13.26,87.0,0.071,False,True,False,75,35000,4800,GBP,Europe,1.28,25.1776,2.1632,0.9216,16.9728,33.57013333333334,Standard Non-Member,64.78177484564084,27.3408,1.9461742999263512
RES004628,Los Angeles Chinese Place 4628,Local,Chinese,-20.793921,-34.47177,Los Angeles,USA,1960,True,True,False,False,4,3.2,4366,Operational,92.24,83.0,3.4,7.63,1.99,1.65,1.42,21.0,0.012,False,True,True,95,75000,2990,USD,North America,1.0,92.24,7.63,1.99,1.42,97.09473684210525,Standard Non-Member,81.92252426814731,99.86999999999999,0.3686036386751557
RES004629,Delhi Mediterranean Place 4629,Local,Mediterranean,8.777846,-179.754681,Delhi,India,1960,False,True,False,True,2,4.2,943,Operational,38.86,91.7,8.0,,,,,,,True,True,True,38,14000,11312,INR,Asia,0.012,0.46632,,,,1.2271578947368422,Standard Non-Member,86.00754476028612,0.46632,171.5556451457258
RES004630,American Chain 4630,Chain,American,-26.139333,127.278742,Manchester,United Kingdom,2005,False,False,True,True,3,2.6,1242,Operational,67.22,12.9,4.5,,,,,,,True,False,False,75,35000,4800,GBP,Europe,1.28,86.0416,,,,114.72213333333335,Standard Non-Member,45.85670370303119,86.0416,0.5230028204612325
RES004631,Thai Chain 4631,Chain,Thai,-20.722548,1.173543,Mumbai,India,1991,True,True,False,True,1,3.1,2460,Operational,23.27,24.8,9.7,9.31,4.86,0.45,3.09,95.0,0.06,True,True,True,40,15000,20633,INR,Asia,0.012,0.27924,0.11172000000000001,0.058320000000000004,0.03708,0.6980999999999999,Standard Non-Member,56.02251007524033,0.39096,347.3701927725514
RES004632,Thai Chain 4632,Chain,Thai,6.896669,128.195552,London,United Kingdom,1954,False,True,True,False,3,3.6,466,Operational,67.07,0.7,9.4,,,,,,,True,True,True,90,50000,5700,GBP,Europe,1.28,85.8496,,,,95.38844444444445,Standard Non-Member,43.528628168159294,85.8496,1.0949381115935533
RES004633,Sao Paulo Mediterranean Place 4633,Local,Mediterranean,-26.18425,121.22998,Sao Paulo,Brazil,1999,False,True,True,False,4,3.3,106,Operational,101.81,43.5,2.6,,,,,,,False,False,False,50,12000,8100,BRL,South America,0.18,18.3258,,,,36.6516,Standard Non-Member,53.65865844308604,18.3258,1.4187647241176524
RES004634,French Chain 4634,Chain,French,-28.70017,-49.798818,Manchester,United Kingdom,2003,True,False,False,False,3,4.8,4041,Operational,68.42,42.2,7.6,3.93,3.66,1.94,24.37,48.0,0.024,True,True,False,75,35000,4800,GBP,Europe,1.28,87.5776,5.0304,4.6848,31.193600000000004,116.77013333333335,Membership Partner,74.93012875710701,87.5776,0.8678018024266272
RES004635,Mumbai Mexican Place 4635,Local,Mexican,-27.470329,-130.756501,Mumbai,India,1973,True,False,True,True,2,4.1,4647,Operational,43.66,3.3,6.2,4.27,0.76,0.08,1.81,83.0,0.071,False,True,True,40,15000,20633,INR,Asia,0.012,0.5239199999999999,0.051239999999999994,0.00912,0.02172,1.3097999999999999,Membership Partner,55.66217156089685,0.5239199999999999,118.33845178948735
RES004636,Los Angeles Pizza Place 4636,Local,Pizza,-50.694388,88.984159,Los Angeles,USA,1975,True,False,False,True,2,3.1,871,Operational,44.16,14.8,6.5,8.9,0.5,1.64,18.72,78.0,0.035,False,True,False,95,75000,2990,USD,North America,1.0,44.16,8.9,0.5,18.72,46.484210526315785,Standard Non-Member,48.36810453495024,53.059999999999995,1.471920256523545
RES004637,Manchester Mexican Place 4637,Local,Mexican,-44.398421,7.215576,Manchester,United Kingdom,1998,True,False,False,False,4,3.5,2464,Operational,78.58,33.3,6.8,9.39,1.35,1.04,6.46,77.0,0.06,True,True,False,75,35000,4800,GBP,Europe,1.28,100.5824,12.019200000000001,1.7280000000000002,8.2688,134.10986666666668,Standard Non-Member,61.82823026234354,112.6016,0.6760626046300088
RES004638,American Chain 4638,Chain,American,26.733683,40.010725,Osaka,Japan,2021,True,True,False,True,2,4.3,2498,Operational,56.65,30.6,4.2,5.01,4.38,1.74,15.81,66.0,0.025,True,False,False,80,40000,12067,JPY,Asia,0.0065,0.36822499999999997,0.032565,0.02847,0.102765,0.4602812499999999,Membership Partner,65.59648039269139,0.36822499999999997,114.06038682765478
RES004639,Tokyo Italian Place 4639,Local,Italian,21.460491,-50.470889,Tokyo,Japan,2016,True,False,True,True,3,2.6,1233,Operational,76.58,33.6,9.8,9.7,1.45,0.07,8.63,24.0,0.088,True,True,False,85,45000,6349,JPY,Asia,0.0065,0.49777,0.06305,0.009425,0.056095000000000006,0.5856117647058823,Standard Non-Member,54.11110824125388,0.56082,196.87768070056313
RES004640,Osaka Pizza Place 4640,Local,Pizza,-60.144892,118.708815,Osaka,Japan,1964,True,True,True,True,2,4.5,2226,Operational,46.47,23.9,7.4,3.02,2.97,0.72,10.58,92.0,0.056,False,False,True,80,40000,12067,JPY,Asia,0.0065,0.30205499999999996,0.019629999999999998,0.019305,0.06877,0.37756874999999995,Standard Non-Member,63.71059823629076,0.32168499999999994,244.98768440289226
RES004641,Italian Chain 4641,Chain,Italian,-18.79364,-26.585438,Manchester,United Kingdom,1972,False,False,True,True,2,3.5,2394,Operational,55.77,33.0,8.0,,,,,,,True,True,False,75,35000,4800,GBP,Europe,1.28,71.38560000000001,,,,95.1808,Standard Non-Member,61.60676056597524,71.38560000000001,1.1206741818983914
RES004642,Tokyo Chinese Place 4642,Local,Chinese,76.945142,-179.076883,Tokyo,Japan,1958,True,False,False,False,3,2.3,3740,Operational,72.07,4.4,7.9,5.54,0.93,1.78,4.44,26.0,0.003,False,True,False,85,45000,6349,JPY,Asia,0.0065,0.46845499999999995,0.03601,0.006045,0.02886,0.5511235294117647,Standard Non-Member,44.53755710733827,0.5044649999999999,168.6391037792237
RES004643,Indian Chain 4643,Chain,Indian,67.973845,-175.546043,Osaka,Japan,1985,True,False,False,True,2,2.4,4485,Operational,34.8,64.5,7.1,1.38,0.35,0.05,12.1,82.0,0.065,True,True,True,80,40000,12067,JPY,Asia,0.0065,0.22619999999999998,0.008969999999999999,0.0022749999999999997,0.07865,0.28274999999999995,Standard Non-Member,69.81721930354198,0.23517,313.88013315591
RES004644,Chinese Chain 4644,Chain,Chinese,-67.307303,26.559822,Rio de Janeiro,Brazil,1959,True,False,True,False,1,3.6,1961,Operational,22.37,42.6,8.6,0.69,0.34,0.7,10.97,80.0,0.009,False,True,False,55,11000,5622,BRL,South America,0.18,4.0266,0.12419999999999999,0.061200000000000004,1.9746000000000001,7.321090909090909,Membership Partner,65.34436653869629,4.0266,21.357964198588334
RES004645,Mediterranean Chain 4645,Chain,Mediterranean,5.253537,-118.559226,Tokyo,Japan,2016,True,True,True,False,3,3.6,3072,Operational,75.91,58.0,8.4,4.75,4.19,1.79,23.46,72.0,0.078,False,False,True,85,45000,6349,JPY,Asia,0.0065,0.49341499999999994,0.030875,0.027235000000000002,0.15249,0.5804882352941175,Standard Non-Member,73.08474417176414,0.5242899999999999,170.2417432754512
RES004646,Tokyo Pizza Place 4646,Local,Pizza,33.549694,32.742505,Tokyo,Japan,2004,False,True,False,False,3,2.6,1822,Operational,76.48,84.6,0.0,,,,,,,False,True,False,85,45000,6349,JPY,Asia,0.0065,0.49712,,,,0.5848470588235294,Standard Non-Member,75.88555190855844,0.49712,0.0
RES004647,Pizza Chain 4647,Chain,Pizza,-65.57373,-33.502193,Sao Paulo,Brazil,2020,True,False,False,True,1,4.7,3213,Operational,23.76,85.2,8.3,5.38,0.9,0.9,14.32,87.0,0.079,False,True,False,50,12000,8100,BRL,South America,0.18,4.2768,0.9683999999999999,0.162,2.5776,8.5536,Standard Non-Member,90.7227572513441,5.2452,19.407028758176967
RES004648,Japanese Chain 4648,Chain,Japanese,53.986922,176.971485,Sao Paulo,Brazil,1974,False,False,True,True,2,2.2,2827,Operational,42.2,74.2,6.8,,,,,,,False,False,True,50,12000,8100,BRL,South America,0.18,7.596,,,,15.192,Standard Non-Member,70.872103453735,7.596,8.952078863602043
RES004649,Los Angeles Mexican Place 4649,Local,Mexican,41.387226,73.641262,Los Angeles,USA,1989,True,False,False,True,3,4.2,1564,Operational,55.13,6.2,9.3,9.71,2.2,1.84,7.79,63.0,0.096,True,False,False,95,75000,2990,USD,North America,1.0,55.13,9.71,2.2,7.79,58.03157894736842,Standard Non-Member,53.58807171256444,64.84,1.6869217905510285
RES004650,Rio de Janeiro Chinese Place 4650,Local,Chinese,-45.654871,149.304148,Rio de Janeiro,Brazil,1979,False,True,False,True,2,4.5,4494,Operational,40.4,6.0,8.8,,,,,,,False,False,True,55,11000,5622,BRL,South America,0.18,7.271999999999999,,,,13.221818181818183,Standard Non-Member,59.02427861776605,7.271999999999999,12.10120845692953
RES004651,Tokyo Mexican Place 4651,Local,Mexican,-37.359447,119.669313,Tokyo,Japan,1979,True,False,True,False,2,4.4,2129,Operational,43.47,28.0,7.8,7.0,3.32,0.15,4.76,38.0,0.064,False,True,False,85,45000,6349,JPY,Asia,0.0065,0.282555,0.0455,0.02158,0.03094,0.33241764705882354,Standard Non-Member,64.5937424671923,0.328055,276.05147298234687
RES004652,Osaka French Place 4652,Local,French,-84.396041,-112.69528,Osaka,Japan,1998,True,True,False,False,1,4.9,3079,Operational,22.43,6.3,7.2,2.64,2.19,0.29,12.7,68.0,0.075,False,True,False,80,40000,12067,JPY,Asia,0.0065,0.14579499999999998,0.01716,0.014235,0.08255,0.18224374999999998,Standard Non-Member,60.21275829225151,0.162955,493.84070893577336
RES004653,Mumbai Thai Place 4653,Local,Thai,61.670929,151.105874,Mumbai,India,1984,True,False,True,False,2,4.5,3111,Operational,37.58,39.8,6.8,6.59,0.17,1.36,22.03,30.0,0.017,False,False,False,40,15000,20633,INR,Asia,0.012,0.45095999999999997,0.07908,0.00204,0.26436000000000004,1.1274,Membership Partner,71.24916383015253,0.45095999999999997,150.78909262663512
RES004654,Chinese Chain 4654,Chain,Chinese,76.24663,125.111051,Osaka,Japan,2010,False,False,True,False,1,3.8,1549,Operational,20.48,22.1,1.6,,,,,,,True,False,False,80,40000,12067,JPY,Asia,0.0065,0.13312,,,,0.1664,Standard Non-Member,57.514149738315524,0.13312,120.19140481216338
RES004655,Delhi Japanese Place 4655,Local,Japanese,73.885608,166.138501,Delhi,India,2014,False,True,True,False,4,2.7,3308,Operational,88.96,28.6,1.9,,,,,,,False,False,False,38,14000,11312,INR,Asia,0.012,1.06752,,,,2.809263157894737,Standard Non-Member,56.18535822691689,1.06752,17.798244718370878
RES004656,Los Angeles Burger Place 4656,Local,Burger,-80.43654,35.550379,Los Angeles,USA,1959,False,True,True,True,4,4.7,1038,Operational,101.37,25.3,4.1,,,,,,,True,True,False,95,75000,2990,USD,North America,1.0,101.37,,,,106.70526315789475,Standard Non-Member,62.78528128256676,101.37,0.40445890890343383
RES004657,Osaka Indian Place 4657,Local,Indian,-66.149523,26.936144,Osaka,Japan,1994,False,True,False,True,4,2.9,1346,Operational,104.84,82.7,8.9,,,,,,,True,False,True,80,40000,12067,JPY,Asia,0.0065,0.68146,,,,0.8518249999999999,Standard Non-Member,75.85972017279784,0.68146,130.6017512374149
RES004658,Rio de Janeiro Mexican Place 4658,Local,Mexican,38.476342,-8.662446,Rio de Janeiro,Brazil,2003,False,True,False,True,2,3.8,2306,Operational,43.44,81.0,8.1,,,,,,,False,True,False,55,11000,5622,BRL,South America,0.18,7.8191999999999995,,,,14.216727272727272,Standard Non-Member,82.47490595652661,7.8191999999999995,10.359114697268941
RES004659,Delhi Japanese Place 4659,Local,Japanese,-13.723518,90.228863,Delhi,India,2020,False,False,True,False,4,3.0,2808,Operational,106.3,59.1,6.9,,,,,,,False,False,True,38,14000,11312,INR,Asia,0.012,1.2756,,,,3.356842105263158,Standard Non-Member,69.60835956950933,1.2756,54.092149504429685
RES004660,Manchester Mexican Place 4660,Local,Mexican,11.068681,157.359393,Manchester,United Kingdom,1965,False,True,False,True,1,3.7,2002,Operational,21.68,19.4,2.4,,,,,,,True,True,True,75,35000,4800,GBP,Europe,1.28,27.7504,,,,37.00053333333333,Standard Non-Member,56.73721169844508,27.7504,0.8648523673585834
RES004661,London Italian Place 4661,Local,Italian,33.751176,-41.253033,London,United Kingdom,1963,True,False,False,False,3,2.1,3937,Operational,63.48,86.4,4.3,6.83,1.34,0.25,20.37,29.0,0.095,True,True,False,90,50000,5700,GBP,Europe,1.28,81.2544,8.7424,1.7152,26.073600000000003,90.28266666666667,Standard Non-Member,76.31831672645438,89.99680000000001,0.5292021043881672
RES004662,Los Angeles French Place 4662,Local,French,9.51468,16.146018,Los Angeles,USA,1963,True,True,True,False,1,4.5,3951,Operational,23.47,5.8,7.5,7.53,4.86,1.58,8.18,85.0,0.043,False,True,True,95,75000,2990,USD,North America,1.0,23.47,7.53,4.86,8.18,24.705263157894734,Standard Non-Member,58.4908163243851,31.0,3.195568675092941
RES004663,Delhi Burger Place 4663,Local,Burger,-66.62158,-44.772013,Delhi,India,2009,False,True,True,False,4,2.1,3115,Operational,91.56,31.1,3.5,,,,,,,True,False,False,38,14000,11312,INR,Asia,0.012,1.0987200000000001,,,,2.8913684210526323,Standard Non-Member,53.373688178153735,1.0987200000000001,31.855220752129064
RES004664,Manchester Pizza Place 4664,Local,Pizza,-46.614935,-3.932295,Manchester,United Kingdom,1950,True,False,True,True,4,4.0,4462,Operational,95.58,97.1,4.8,0.01,3.61,1.35,9.97,15.0,0.052,True,True,True,75,35000,4800,GBP,Europe,1.28,122.3424,0.0128,4.6208,12.761600000000001,163.1232,Standard Non-Member,92.43911429060869,122.3552,0.3923414908294958
RES004665,Mumbai Mexican Place 4665,Local,Mexican,5.105076,-9.146468,Mumbai,India,2008,True,False,False,False,1,3.4,758,Operational,17.83,42.3,0.6,3.15,3.39,1.54,8.62,80.0,0.03,False,False,True,40,15000,20633,INR,Asia,0.012,0.21395999999999998,0.0378,0.04068,0.10343999999999999,0.5348999999999999,Standard Non-Member,60.67926607092676,0.25176,28.04249372549203
RES004666,Osaka Brazilian Place 4666,Local,Brazilian,40.575428,-163.212461,Osaka,Japan,1979,False,True,False,True,2,3.4,4180,Operational,44.02,59.2,3.3,,,,,,,False,False,False,80,40000,12067,JPY,Asia,0.0065,0.28613,,,,0.3576625,Standard Non-Member,73.44921742442293,0.28613,115.33178858634683
